year,state,region_type,region,crop_category,total_area_grown_ha,irrigated_area_ha,water_applied_ml,water_intensity_ml_per_ha,agricultural_businesses_estimate,source,notes,region_key,water_source,awd_ml_per_share,carry_over_ml_per_share,cumulative_allocation_ml_per_share,total_balance_ml_per_share,storage_value
2018-19,nsw,nrm,greater sydney,fruit & nuts,745.43,604.68,1042.05,1.723,90.05,ABS Water Use on Australian Farms 2018-19,,greater_sydney,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,hunter,pasture & livestock feed,809045.11,27815.08,66172.62,2.379,257.32,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,hunter,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,hunter,grapes & vineyards,1969.1,1960.25,4235.91,2.161,115.55,ABS Water Use on Australian Farms 2018-19,,hunter,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,hunter,fruit & nuts,289.88,240.52,534.58,2.223,10.69,ABS Water Use on Australian Farms 2018-19,,hunter,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,murray,pasture & livestock feed,2099912.04,61908.65,141877.59,2.292,472.28,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,murray,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,murray,grapes & vineyards,1072.29,933.6,4429.43,4.744,45.47,ABS Water Use on Australian Farms 2018-19,,murray,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,murray,fruit & nuts,3631.21,3579.96,18943.78,5.292,23.15,ABS Water Use on Australian Farms 2018-19,,murray,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,murray,cotton,,1663.93,14188.46,8.527,7.8,ABS Water Use on Australian Farms 2018-19,,murray,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,murray,rice,2790.64,2790.64,22853.91,8.189,18.03,ABS Water Use on Australian Farms 2018-19,,murray,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,north coast,pasture & livestock feed,522805.75,5189.19,5980.66,1.153,96.26,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,north_coast,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,north coast,fruit & nuts,15866.6,6245.87,8118.68,1.3,386.8,ABS Water Use on Australian Farms 2018-19,,north_coast,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,north west nsw,pasture & livestock feed,3644912.91,2338.39,8280.45,3.541,61.4,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2018-19,nsw,nrm,north west nsw,grapes & vineyards,1.41,1.41,5.64,4.0,1.41,ABS Water Use on Australian Farms 2018-19,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2018-19,nsw,nrm,north west nsw,fruit & nuts,2857.35,2178.79,13184.57,6.051,14.96,ABS Water Use on Australian Farms 2018-19,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2018-19,nsw,nrm,north west nsw,cotton,,54958.01,359796.71,6.547,199.09,ABS Water Use on Australian Farms 2018-19,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2018-19,nsw,nrm,northern tablelands,pasture & livestock feed,1629467.61,297.87,1326.95,4.455,5.74,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2018-19,nsw,nrm,northern tablelands,fruit & nuts,629.29,590.65,808.32,1.369,9.07,ABS Water Use on Australian Farms 2018-19,,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2018-19,nsw,nrm,northern tablelands,cotton,,1062.38,9095.09,8.561,8.67,ABS Water Use on Australian Farms 2018-19,,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2018-19,nsw,nrm,riverina,pasture & livestock feed,2584270.08,8201.93,29740.74,3.626,163.09,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2018-19,nsw,nrm,riverina,grapes & vineyards,19596.08,15560.17,77805.73,5.0,284.25,ABS Water Use on Australian Farms 2018-19,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2018-19,nsw,nrm,riverina,fruit & nuts,16336.39,13930.98,97550.42,7.002,318.24,ABS Water Use on Australian Farms 2018-19,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2018-19,nsw,nrm,riverina,cotton,,43638.63,355933.76,8.156,140.99,ABS Water Use on Australian Farms 2018-19,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2018-19,nsw,nrm,riverina,rice,3817.22,3817.22,44748.71,11.723,34.22,ABS Water Use on Australian Farms 2018-19,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2018-19,nsw,nrm,south east nsw,pasture & livestock feed,1434332.32,3234.25,4261.72,1.318,81.04,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,south east nsw,grapes & vineyards,646.05,597.18,2163.77,3.623,67.19,ABS Water Use on Australian Farms 2018-19,,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,south east nsw,fruit & nuts,375.34,8.53,9.07,1.063,11.71,ABS Water Use on Australian Farms 2018-19,,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,south east nsw,rice,140.31,140.31,1683.69,12.0,2.34,ABS Water Use on Australian Farms 2018-19,,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2018-19,nsw,nrm,western,pasture & livestock feed,21796185.56,4583.44,14434.79,3.149,52.89,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,western,lower_darling,0.3,0.02,0.3,0.32,0
2018-19,nsw,nrm,western,grapes & vineyards,7359.35,7242.98,59283.37,8.185,143.59,ABS Water Use on Australian Farms 2018-19,,western,lower_darling,0.3,0.02,0.3,0.32,0
2018-19,nsw,nrm,western,fruit & nuts,7595.15,7534.28,68576.22,9.102,94.51,ABS Water Use on Australian Farms 2018-19,,western,lower_darling,0.3,0.02,0.3,0.32,0
2018-19,nsw,nrm,western,cotton,,5011.35,56182.87,11.211,8.44,ABS Water Use on Australian Farms 2018-19,,western,lower_darling,0.3,0.02,0.3,0.32,0
2018-19,nsw,state,new south wales,pasture & livestock feed,40366559.98,132210.52,315343.87,2.385,1405.3,ABS Water Use on Australian Farms 2018-19,Combined grazing/fed-off + hay/silage ABS categories,new_south_wales,,,,,,0
2018-19,nsw,state,new south wales,grapes & vineyards,33393.81,28739.54,151141.02,5.259,729.91,ABS Water Use on Australian Farms 2018-19,,new_south_wales,,,,,,0
2018-19,nsw,state,new south wales,fruit & nuts,49676.41,35493.08,211548.27,5.96,1013.86,ABS Water Use on Australian Farms 2018-19,,new_south_wales,,,,,,0
2018-19,nsw,state,new south wales,cotton,,132256.25,1034489.82,7.822,450.59,ABS Water Use on Australian Farms 2018-19,,new_south_wales,,,,,,0
2018-19,nsw,state,new south wales,rice,6748.17,6748.17,69286.31,10.267,54.59,ABS Water Use on Australian Farms 2018-19,,new_south_wales,,,,,,0
2017-18,nsw,nrm,central tablelands,grains & oilseeds,98512.2,960.93,4126.52,4.294,13.44,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,central_tablelands,lachlan,0.04,0.59,0.04,0.63,0
2017-18,nsw,nrm,central tablelands,pasture & livestock feed,1394833.7,2943.0,8691.69,2.953,33.71,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,central_tablelands,lachlan,0.04,0.59,0.04,0.63,0
2017-18,nsw,nrm,central tablelands,vegetables,1474.07,957.21,3514.23,3.671,25.04,ABS Water Use on Australian Farms 2017-18,,central_tablelands,lachlan,0.04,0.59,0.04,0.63,0
2017-18,nsw,nrm,central tablelands,grapes & vineyards,2200.8,2138.4,3832.36,1.792,32.46,ABS Water Use on Australian Farms 2017-18,,central_tablelands,lachlan,0.04,0.59,0.04,0.63,0
2017-18,nsw,nrm,central tablelands,fruit & nuts,1132.59,758.09,988.57,1.304,54.85,ABS Water Use on Australian Farms 2017-18,,central_tablelands,lachlan,0.04,0.59,0.04,0.63,0
2017-18,nsw,nrm,central west,grains & oilseeds,1220039.17,8098.98,7872.34,0.972,65.42,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,central west,pasture & livestock feed,4794535.59,10915.04,24698.37,2.263,65.96,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,central west,vegetables,1578.31,1575.24,13059.65,8.291,28.71,ABS Water Use on Australian Farms 2017-18,,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,central west,grapes & vineyards,151.51,21.51,17.83,0.829,3.07,ABS Water Use on Australian Farms 2017-18,,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,central west,fruit & nuts,250.81,33.81,267.38,7.908,3.07,ABS Water Use on Australian Farms 2017-18,,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,central west,cotton,32123.83,31351.39,282625.98,9.015,80.6,ABS Water Use on Australian Farms 2017-18,,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,central west,rice,185.49,185.49,2473.23,13.333,3.09,ABS Water Use on Australian Farms 2017-18,,central_west,macquarie,0.0,0.4,0.0,0.4,0
2017-18,nsw,nrm,greater sydney,pasture & livestock feed,19784.56,986.16,1359.08,1.378,34.68,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,greater_sydney,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,greater sydney,vegetables,4023.99,3409.37,8111.64,2.379,406.95,ABS Water Use on Australian Farms 2017-18,,greater_sydney,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,greater sydney,fruit & nuts,915.4,662.29,2214.68,3.344,73.68,ABS Water Use on Australian Farms 2017-18,,greater_sydney,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,hunter,grains & oilseeds,9829.74,253.52,1155.96,4.56,4.77,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,hunter,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,hunter,pasture & livestock feed,831676.77,11823.64,30769.31,2.602,207.1,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,hunter,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,hunter,vegetables,97.38,71.28,241.24,3.384,11.1,ABS Water Use on Australian Farms 2017-18,,hunter,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,hunter,grapes & vineyards,1453.09,1344.34,1578.41,1.174,59.49,ABS Water Use on Australian Farms 2017-18,,hunter,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,hunter,fruit & nuts,103.07,32.36,209.4,6.471,7.59,ABS Water Use on Australian Farms 2017-18,,hunter,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,grains & oilseeds,574845.77,84904.4,153332.93,1.806,301.94,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,pasture & livestock feed,2252237.92,79088.3,188335.08,2.381,558.54,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,vegetables,1962.09,1653.51,10195.72,6.166,26.26,ABS Water Use on Australian Farms 2017-18,,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,grapes & vineyards,959.72,908.97,3840.2,4.225,23.97,ABS Water Use on Australian Farms 2017-18,,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,fruit & nuts,6369.97,6105.21,24827.67,4.067,34.69,ABS Water Use on Australian Farms 2017-18,,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,cotton,2640.47,2640.47,20118.22,7.619,7.25,ABS Water Use on Australian Farms 2017-18,,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,murray,rice,29750.87,29750.87,368689.04,12.393,248.16,ABS Water Use on Australian Farms 2017-18,,murray,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,north coast,pasture & livestock feed,649147.79,5514.16,8216.84,1.49,99.47,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,north_coast,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,north coast,vegetables,569.97,485.4,1707.62,3.518,115.13,ABS Water Use on Australian Farms 2017-18,,north_coast,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,north coast,fruit & nuts,14102.54,5343.71,6745.06,1.262,295.41,ABS Water Use on Australian Farms 2017-18,,north_coast,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,north coast,rice,161.3,161.3,268.83,1.667,26.88,ABS Water Use on Australian Farms 2017-18,,north_coast,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,north west nsw,grains & oilseeds,840066.14,26313.09,29545.61,1.123,100.78,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2017-18,nsw,nrm,north west nsw,pasture & livestock feed,2878781.59,1872.92,3832.77,2.046,64.21,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2017-18,nsw,nrm,north west nsw,vegetables,53.02,32.01,37.02,1.157,2.1,ABS Water Use on Australian Farms 2017-18,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2017-18,nsw,nrm,north west nsw,fruit & nuts,822.7,370.05,1462.89,3.953,4.52,ABS Water Use on Australian Farms 2017-18,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2017-18,nsw,nrm,north west nsw,cotton,196414.71,128692.04,913925.79,7.102,230.85,ABS Water Use on Australian Farms 2017-18,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2017-18,nsw,nrm,north west nsw,rice,80.0,80.0,68.0,0.85,1.0,ABS Water Use on Australian Farms 2017-18,,north_west_nsw,lower_namoi,0.0,1.46,0.0,1.46,0
2017-18,nsw,nrm,northern tablelands,grains & oilseeds,65970.53,1446.73,3364.31,2.325,5.21,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2017-18,nsw,nrm,northern tablelands,pasture & livestock feed,1591949.06,1923.48,1861.27,0.968,12.12,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2017-18,nsw,nrm,northern tablelands,vegetables,1048.38,609.01,1291.39,2.12,11.34,ABS Water Use on Australian Farms 2017-18,,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2017-18,nsw,nrm,northern tablelands,fruit & nuts,266.76,254.64,409.76,1.609,6.5,ABS Water Use on Australian Farms 2017-18,,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2017-18,nsw,nrm,northern tablelands,cotton,5350.72,3497.87,25156.91,7.192,17.28,ABS Water Use on Australian Farms 2017-18,,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2017-18,nsw,nrm,northern tablelands,rice,521.38,521.38,6932.87,13.297,10.29,ABS Water Use on Australian Farms 2017-18,,northern_tablelands,gwydir,0.0,0.86,0.0,0.86,0
2017-18,nsw,nrm,riverina,grains & oilseeds,1082287.85,69984.46,178670.67,2.553,278.99,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,riverina,pasture & livestock feed,3033311.73,22399.18,57407.21,2.563,238.91,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,riverina,vegetables,3947.73,2341.83,11267.18,4.811,36.96,ABS Water Use on Australian Farms 2017-18,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,riverina,grapes & vineyards,20646.98,19558.61,81285.33,4.156,295.28,ABS Water Use on Australian Farms 2017-18,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,riverina,fruit & nuts,14431.74,13123.38,87182.21,6.643,305.78,ABS Water Use on Australian Farms 2017-18,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,riverina,cotton,55602.93,55602.93,536106.75,9.642,180.74,ABS Water Use on Australian Farms 2017-18,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,riverina,rice,29355.96,29355.96,346899.49,11.817,264.63,ABS Water Use on Australian Farms 2017-18,,riverina,murrumbidgee,0.05,0.15,0.27,0.42,0
2017-18,nsw,nrm,south east nsw,pasture & livestock feed,1414258.41,2855.58,6404.15,2.243,51.6,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,south east nsw,vegetables,363.46,308.74,1411.46,4.572,35.11,ABS Water Use on Australian Farms 2017-18,,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,south east nsw,grapes & vineyards,297.62,188.52,155.13,0.823,22.92,ABS Water Use on Australian Farms 2017-18,,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,south east nsw,fruit & nuts,190.38,36.94,21.96,0.594,14.14,ABS Water Use on Australian Farms 2017-18,,south_east_nsw,murray,0.03,0.24,0.15,0.39,0
2017-18,nsw,nrm,western,grains & oilseeds,171609.78,3992.48,14625.51,3.663,17.21,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,western,lower_darling,0.3,0.02,0.3,0.32,0
2017-18,nsw,nrm,western,pasture & livestock feed,22339361.45,1660.3,8236.68,4.961,53.35,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,western,lower_darling,0.3,0.02,0.3,0.32,0
2017-18,nsw,nrm,western,vegetables,913.37,800.13,5540.19,6.924,36.59,ABS Water Use on Australian Farms 2017-18,,western,lower_darling,0.3,0.02,0.3,0.32,0
2017-18,nsw,nrm,western,grapes & vineyards,8666.36,8557.44,65844.9,7.694,145.99,ABS Water Use on Australian Farms 2017-18,,western,lower_darling,0.3,0.02,0.3,0.32,0
2017-18,nsw,nrm,western,fruit & nuts,4882.47,4815.83,42415.83,8.808,86.78,ABS Water Use on Australian Farms 2017-18,,western,lower_darling,0.3,0.02,0.3,0.32,0
2017-18,nsw,nrm,western,cotton,9826.13,9826.13,109731.51,11.167,16.14,ABS Water Use on Australian Farms 2017-18,,western,lower_darling,0.3,0.02,0.3,0.32,0
2017-18,nsw,state,new south wales,grains & oilseeds,4081615.02,195954.6,392693.84,2.004,787.77,ABS Water Use on Australian Farms 2017-18,Grains category is other cereals for grain or seed; oilseeds not separately included,new_south_wales,,,,,,0
2017-18,nsw,state,new south wales,pasture & livestock feed,41199878.55,141981.76,339812.46,2.393,1419.65,ABS Water Use on Australian Farms 2017-18,Combined grazing/fed-off + hay + silage ABS categories,new_south_wales,,,,,,0
2017-18,nsw,state,new south wales,vegetables,16031.78,12243.72,56377.34,4.605,735.31,ABS Water Use on Australian Farms 2017-18,,new_south_wales,,,,,,0
2017-18,nsw,state,new south wales,grapes & vineyards,34376.88,32717.8,156554.16,4.785,583.18,ABS Water Use on Australian Farms 2017-18,,new_south_wales,,,,,,0
2017-18,nsw,state,new south wales,fruit & nuts,43468.43,31536.31,166745.41,5.287,887.01,ABS Water Use on Australian Farms 2017-18,,new_south_wales,,,,,,0
2017-18,nsw,state,new south wales,cotton,301958.78,231610.83,1887665.17,8.15,532.86,ABS Water Use on Australian Farms 2017-18,,new_south_wales,,,,,,0
2017-18,nsw,state,new south wales,rice,60055.0,60055.0,725331.47,12.078,554.05,ABS Water Use on Australian Farms 2017-18,,new_south_wales,,,,,,0
